source.message,dataset,timestamp,$workers.truncated,$workers.event.queue,$workers.event.batchSize,$workers.scriptName,$workers.outcome,$workers.eventType,$workers.scriptVersion.id,$workers.executionModel,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now
✅ 设定 飞升台 摘要已生成 (241 字符),cloudflare-workers,2026-04-28T00:51:57.458Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMVC,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,✅ 设定 飞升台 摘要已生成 (241 字符),2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,✅ 设定 <*> 摘要已生成 (<*> 字符),undefined,undefined,undefined
"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",cloudflare-workers,2026-04-28T00:51:38.842Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMVB,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Found global config for <*>: provider=volcengine, model=doubao-seed-2-0-pro-260215",undefined,undefined,undefined
"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",cloudflare-workers,2026-04-28T00:51:38.621Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMVA,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",undefined,undefined,undefined
✅ 设定 血煞谷 摘要已生成 (237 字符),cloudflare-workers,2026-04-28T00:51:38.197Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV9,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,✅ 设定 血煞谷 摘要已生成 (237 字符),2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,✅ 设定 <*> 摘要已生成 (<*> 字符),undefined,undefined,undefined
"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",cloudflare-workers,2026-04-28T00:51:18.459Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV8,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Found global config for <*>: provider=volcengine, model=doubao-seed-2-0-pro-260215",undefined,undefined,undefined
"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",cloudflare-workers,2026-04-28T00:51:18.033Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV7,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",undefined,undefined,undefined
✅ 设定 青玄宗山门 摘要已生成 (225 字符),cloudflare-workers,2026-04-28T00:51:16.985Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV6,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,✅ 设定 青玄宗山门 摘要已生成 (225 字符),2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,✅ 设定 <*> 摘要已生成 (<*> 字符),undefined,undefined,undefined
"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",cloudflare-workers,2026-04-28T00:50:55.179Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV5,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Found global config for <*>: provider=volcengine, model=doubao-seed-2-0-pro-260215",undefined,undefined,undefined
"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",cloudflare-workers,2026-04-28T00:50:55.112Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV4,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",undefined,undefined,undefined
✅ 设定 大炎王朝 摘要已生成 (265 字符),cloudflare-workers,2026-04-28T00:50:54.913Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV3,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,✅ 设定 大炎王朝 摘要已生成 (265 字符),2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,✅ 设定 <*> 摘要已生成 (<*> 字符),undefined,undefined,undefined
"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",cloudflare-workers,2026-04-28T00:50:31.257Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV2,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Found global config for <*>: provider=volcengine, model=doubao-seed-2-0-pro-260215",undefined,undefined,undefined
"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",cloudflare-workers,2026-04-28T00:50:31.183Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV1,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",undefined,undefined,undefined
✅ 设定 血煞门 摘要已生成 (309 字符),cloudflare-workers,2026-04-28T00:50:30.957Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMV0,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,✅ 设定 血煞门 摘要已生成 (309 字符),2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,✅ 设定 <*> 摘要已生成 (<*> 字符),undefined,undefined,undefined
"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",cloudflare-workers,2026-04-28T00:50:07.215Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTZ,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Found global config for <*>: provider=volcengine, model=doubao-seed-2-0-pro-260215",undefined,undefined,undefined
"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",cloudflare-workers,2026-04-28T00:50:07.114Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTY,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",undefined,undefined,undefined
✅ 设定 青玄宗 摘要已生成 (389 字符),cloudflare-workers,2026-04-28T00:50:06.882Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTX,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,✅ 设定 青玄宗 摘要已生成 (389 字符),2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,✅ 设定 <*> 摘要已生成 (<*> 字符),undefined,undefined,undefined
"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",cloudflare-workers,2026-04-28T00:49:32.629Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTW,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Found global config for <*>: provider=volcengine, model=doubao-seed-2-0-pro-260215",undefined,undefined,undefined
"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",cloudflare-workers,2026-04-28T00:49:32.528Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTV,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",undefined,undefined,undefined
✅ 设定 天玄大陆世界观 摘要已生成 (370 字符),cloudflare-workers,2026-04-28T00:49:32.308Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTT,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,✅ 设定 天玄大陆世界观 摘要已生成 (370 字符),2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,✅ 设定 <*> 摘要已生成 (<*> 字符),undefined,undefined,undefined
"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",cloudflare-workers,2026-04-28T00:49:13.558Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTS,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Found global config for <*>: provider=volcengine, model=doubao-seed-2-0-pro-260215",undefined,undefined,undefined
"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",cloudflare-workers,2026-04-28T00:49:13.485Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTR,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",undefined,undefined,undefined
✅ 设定 天玄大陆修炼体系 摘要已生成 (470 字符),cloudflare-workers,2026-04-28T00:49:13.205Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTQ,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,✅ 设定 天玄大陆修炼体系 摘要已生成 (470 字符),2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,✅ 设定 <*> 摘要已生成 (<*> 字符),undefined,undefined,undefined
"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",cloudflare-workers,2026-04-28T00:48:45.459Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTP,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Found global config for summary_gen: provider=volcengine, model=doubao-seed-2-0-pro-260215",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Found global config for <*>: provider=volcengine, model=doubao-seed-2-0-pro-260215",undefined,undefined,undefined
"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",cloudflare-workers,2026-04-28T00:48:45.388Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTN,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Looking for config: stage=summary_gen, novelId=9edbaf72878b52d0",undefined,undefined,undefined
"[resolveConfig] Found global config for workshop: provider=volcengine, model=doubao-seed-2-0-pro-260215",cloudflare-workers,2026-04-28T00:44:13.925Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTM,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Found global config for workshop: provider=volcengine, model=doubao-seed-2-0-pro-260215",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Found global config for <*>: provider=volcengine, model=doubao-seed-2-0-pro-260215",undefined,undefined,undefined
"[resolveConfig] Looking for config: stage=workshop, novelId=(none)",cloudflare-workers,2026-04-28T00:44:13.830Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTK,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,"[resolveConfig] Looking for config: stage=workshop, novelId=(none)",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"[resolveConfig] Looking for config: stage=workshop, novelId=(none)",undefined,undefined,undefined
[Queue] 开始处理 commit_workshop task for session 08f71ed4df3c6e8f,cloudflare-workers,2026-04-28T00:44:13.588Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTJ,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,[Queue] 开始处理 commit_workshop task for session 08f71ed4df3c6e8f,2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,[Queue] 开始处理 commit_workshop task for session 08f71ed4df3c6e8f,undefined,undefined,undefined
novelforge-tasks,cloudflare-workers,2026-04-28T00:44:13.495Z,false,novelforge-tasks,1,novelforge,ok,queue,dc826b81-0d00-4b30-8c1e-fd007db33b20,stateless,LFSG1I1SWMJNN71P,01KQ8SAVMSEKEFPVG793RBXMTH,LFSG1I1SWMJNN71P,novelforge-tasks,novelforge,novelforge-tasks,2f24288827c6b14fac807324df3a4ac2,cf-worker-event,9c209a6c563f24a1e97d289cd2acd1ef,queue,novelforge-tasks,undefined,undefined,undefined