source.message,source.exception.name,source.exception.message,source.exception.timestamp,dataset,timestamp,$workers.truncated,$workers.event.queue,$workers.event.batchSize,$workers.scriptName,$workers.outcome,$workers.eventType,$workers.scriptVersion.id,$workers.executionModel,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.level,$metadata.error,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now
Worker exceeded CPU time limit.,Error,Worker exceeded CPU time limit.,1776877217655,cloudflare-workers,2026-04-22T17:00:17.655Z,false,novelforge-tasks,7,novelforge,exceededCpu,queue,6bd8a75c-b56e-4bae-9af3-b5424ff569b2,stateless,VI47GN74I9F3QQI1,01KPV25DK4S8HHKR0FJ456T8ZA,VI47GN74I9F3QQI1,novelforge-tasks,novelforge,error,Worker exceeded CPU time limit.,Worker exceeded CPU time limit.,2f24288827c6b14fac807324df3a4ac2,cf-worker,fc07660ff73a299ae559fb4be7ecbd7c,queue,Worker exceeded CPU time limit.,undefined,undefined,undefined
"Failed to log task start: Error: Failed query: insert into ""queue_task_logs"" (""id"", ""novel_id"", ""task_type"", ""status"", ""payload"", ""error_msg"", ""retry_count"", ""created_at"", ""finished_at"") values (?, ?, ?, ?, ?, null, ?, ?, null)
params: 232efdd19ac3cc43b351ddde7620c14d,92a1dc0a-7164-4d,index_content,pending,{""sourceType"":""setting"",""sourceId"":""7da264ff995d2096"",""novelId"":""92a1dc0a-7164-4d"",""title"":""天玄大陆总图"",""content"":""# 101_天玄大陆总图\n\n> **本文件职能**：后勤数据库 · 地理总览模块\n> **内容**：大陆宏观地理 · 五大域分布 · 各域基础数据\n> **详细地点设定**：查阅 102（青阳镇至王国）· 103（大陆中域至圣域）· 104（天庭至域外）\n\n---\n\n## 一、大陆基础信息\n\n| 属性 | 数据 |\n|------|------|\n| **大陆名称** | 天玄大陆 |\n| **大陆形状** | 不规则大陆，东西长三万里，南北宽二万里 |\n| **总面积** | 约六亿平方里 |\n| **灵气分布** | 中域最浓，向四方递减；极北冰原因寒气反而适合冰系修炼 |\n| **人类历史** | 天玄历，已逾万年 |\n\n---\n\n## 二、五大域分布总览\n\n```\n                    【北境】极北冰原\n                    ·冰族领地\n                    ·极寒修炼圣地\n                    ·天玄大陆北端\n\n        ┌──────────────────────────────┐\n        │                              │\n【西漠】 │         【中域】              │ 【东荒】\n西漠佛宗 │    ·天玄大陆中心              │ 东海龙宫\n万里黄沙 │    ·灵气最浓郁                │ 龙族领地\n苦行修行 │    ·势力最复杂                │ 海洋文明\n         │    ·天风王国（北境）           │\n         │    ·苏家（东境）              │\n         │    ·凌霄圣地（南境）          │\n         │    ·天阵宗旧址（西境）        │\n        └──────────────────────────────┘\n\n                    【南荒】妖皇山\n                    ·妖族领地\n                    ·原始部落\n                    ·天玄大陆南端\n```\n\n---\n\n## 三、五大域详细参数\n\n### 3.1 中域（大陆核心）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆中心 |\n| 灵气等级 | 最高（天然灵气矿脉分布最密集）|\n| 政治格局 | 多势力并立：王国体制、家族政治、圣地势力、宗门势力 |\n\n**中域主要势力分布**：\n\n| 势力 | 位置 | 实力层级 | 备注 |\n|------|------|---------|------|\n| 天风王国 | 中域北境 | 下等王国 | 林岩出身地，军制改革中 |\n| 苏家 | 中域东境 | 霸主家族 | 林岩母族，丹道传承 |\n| 凌霄圣地 | 中域南境 | 圣地势力 | 苏家九大圣地之一，争夺天才 |\n| 天阵宗（旧址） | 中域西境 | 已灭门 | 被魔门灭门，旧址后成混沌学宫选址 |\n| 魔门七宗 | 暗处分布 | 反派势力 | 渗透中域各大势力 |\n\n### 3.2 东荒（东方海洋区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆东方，临东海 |\n| 主导种族 | 龙族（掌控东海）|\n| 文化特征 | 海洋文明，水族文化 |\n| 标志地点 | 东海龙宫 |\n\n**龙族等级对照**：\n\n| 等级 | 对应修为 | 特点 |\n|------|---------|------|\n| 幼龙 | 凝脉境以下 | 体型小，实力弱 |\n| 亚龙 | 元海～神藏境 | 体型中等 |\n| 真龙 | 法相～洞虚境 | 体型巨大，龙威初显 |\n| 龙王 | 圣境～帝境 | 族长级别 |\n| 龙皇 | 超脱境 | 龙族最高，历史上仅一位 |\n\n### 3.3 南荒（南方妖族区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆南方，热带丛林与草原 |\n| 主导种族 | 妖族（掌控南荒）|\n| 文化特征 | 弱肉强食，原始部落制度 |\n| 标志地点 | 妖皇山（妖族圣地）|\n| 领地范围 | 方圆八千里 |\n\n**妖族等级对照**：\n\n| 类型 | 修为对应 | 特点 |\n|------|---------|------|\n| 野兽 | 炼体境以下 | 纯粹野兽，无灵智 |\n| 妖兽 | 炼体～凝脉境 | 开启灵智，可修炼 |\n| 灵兽 | 元海～神藏境 | 灵智完全，可化形 |\n| 妖王 | 法相～洞虚境 | 妖族强者，可统御妖兽 |\n| 妖圣 | 圣境～帝境 | 妖族顶尖 |\n| 妖皇 | 超脱境 | 最高级别，历史罕见 |\n\n### 3.4 西漠（西方荒漠区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆西方，万里黄沙 |\n| 主导势力 | 西漠佛宗 |\n| 文化特征 | 佛道文化，苦行修行 |\n| 标志地点 | 佛宗本山（西漠深处）|\n| 领地范围 | 方圆万里 |\n\n**佛宗文化特色**：\n- 戒律：不杀生、不淫欲、不饮酒、不妄语\n- 修行方式：苦行、冥想、诵经\n- 建筑风格：佛塔、寺庙、石窟\n- 服饰标志：黄色或红色袈裟\n\n### 3.5 北境（北方极寒区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆北方（天风王国更北）|\n| 主导种族 | 冰族 |\n| 文化特征 | 极寒文化，冰系修炼 |\n| 标志地点 | 极北冰原、冰宫 |\n| 领地范围 | 方圆万里 |\n\n**冰族文化特色**：\n- 语言：冰语（外族极难学习）\n- 文字：冰文（象形文字，繁复）\n- 服饰：冰丝制铠甲\n- 建筑：万年寒冰建造的冰宫\n\n---\n\n## 四、全书地点速查索引\n\n| 地点名 | 所属区域 | 出现卷数 | 详细设定文件 |\n|--------|---------|---------|------------|\n| 青阳镇 | 中域北境（天风王国边陲）| 卷1 | `102_地理_青阳镇至王国.md` |\n| 迷雾森林 | 青阳镇东 | 卷1 | `102_地理_青阳镇至王国.md` |\n| 断魂崖 | 青阳镇北 | 卷1 | `102_地理_青阳镇至王国.md` |\n| 青岚宗 | 中域北境 | 卷2 | `102_地理_青阳镇至王国.md` |\n| 天风王都 | 中域北境 | 卷3 | `102_地理_青阳镇至王国.md` |\n| 黑石城 | 天风王国边境 | 卷3 | `102_地理_青阳镇至王国.md` |\n| 天风古墓 | 天风王国境内 | 卷3 | `102_地理_青阳镇至王国.md` |\n| 苏家（中域）| 中域东境 | 卷4 | `103_地理_大陆中域至圣域.md` |\n| 东海龙宫 | 东荒 | 卷4 | `103_地理_大陆中域至圣域.md` |\n| 南荒妖皇山 | 南荒 | 卷4 | `103_地理_大陆中域至圣域.md` |\n| 万魔窟 | 北境极北冰原深处 | 卷5 | `103_地理_大陆中域至圣域.md` |\n| 混沌学宫 | 天阵宗旧址（中域西境）| 卷6-10 | `103_地理_大陆中域至圣域.md` |\n| 七大禁地 | 混沌学宫周边 | 卷6-8 | `103_地理_大陆中域至圣域.md` |\n| 帝路九重天 | 大陆古地 | 卷7 | `104_地理_天庭至域外.md` |\n| 混沌天庭 | 凌霄之上（另辟空间）| 卷7-10 | `104_地理_天庭至域外.md` |\n| 维度世界（域外）| 第五维度 | 卷9 | `104_地理_天庭至域外.md` |\n| 混沌超维世界 | 第六维度 | 卷10 | `104_地理_天庭至域外.md` |\n\n---\n\n*相关导航：`102_地理_青阳镇至王国.md`（卷1-3地点详细数据）*\n*`103_地理_大陆中域至圣域.md`（卷4-6地点详细数据）*\n*`104_地理_天庭至域外.md`（卷7-10地点详细数据）*\n"",""extraMetadata"":{""settingType"":""geography"",""importance"":""normal""}},0,1776877217",,,,cloudflare-workers,2026-04-22T17:00:17.655Z,false,novelforge-tasks,7,novelforge,exceededCpu,queue,6bd8a75c-b56e-4bae-9af3-b5424ff569b2,stateless,VI47GN74I9F3QQI1,01KPV25DK4S8HHKR0FJ456T8Z9,VI47GN74I9F3QQI1,novelforge-tasks,novelforge,warn,,"Failed to log task start: Error: Failed query: insert into ""queue_task_logs"" (""id"", ""novel_id"", ""task_type"", ""status"", ""payload"", ""error_msg"", ""retry_count"", ""created_at"", ""finished_at"") values (?, ?, ?, ?, ?, null, ?, ?, null)
params: 232efdd19ac3cc43b351ddde7620c14d,92a1dc0a-7164-4d,index_content,pending,{""sourceType"":""setting"",""sourceId"":""7da264ff995d2096"",""novelId"":""92a1dc0a-7164-4d"",""title"":""天玄大陆总图"",""content"":""# 101_天玄大陆总图\n\n> **本文件职能**：后勤数据库 · 地理总览模块\n> **内容**：大陆宏观地理 · 五大域分布 · 各域基础数据\n> **详细地点设定**：查阅 102（青阳镇至王国）· 103（大陆中域至圣域）· 104（天庭至域外）\n\n---\n\n## 一、大陆基础信息\n\n| 属性 | 数据 |\n|------|------|\n| **大陆名称** | 天玄大陆 |\n| **大陆形状** | 不规则大陆，东西长三万里，南北宽二万里 |\n| **总面积** | 约六亿平方里 |\n| **灵气分布** | 中域最浓，向四方递减；极北冰原因寒气反而适合冰系修炼 |\n| **人类历史** | 天玄历，已逾万年 |\n\n---\n\n## 二、五大域分布总览\n\n```\n                    【北境】极北冰原\n                    ·冰族领地\n                    ·极寒修炼圣地\n                    ·天玄大陆北端\n\n        ┌──────────────────────────────┐\n        │                              │\n【西漠】 │         【中域】              │ 【东荒】\n西漠佛宗 │    ·天玄大陆中心              │ 东海龙宫\n万里黄沙 │    ·灵气最浓郁                │ 龙族领地\n苦行修行 │    ·势力最复杂                │ 海洋文明\n         │    ·天风王国（北境）           │\n         │    ·苏家（东境）              │\n         │    ·凌霄圣地（南境）          │\n         │    ·天阵宗旧址（西境）        │\n        └──────────────────────────────┘\n\n                    【南荒】妖皇山\n                    ·妖族领地\n                    ·原始部落\n                    ·天玄大陆南端\n```\n\n---\n\n## 三、五大域详细参数\n\n### 3.1 中域（大陆核心）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆中心 |\n| 灵气等级 | 最高（天然灵气矿脉分布最密集）|\n| 政治格局 | 多势力并立：王国体制、家族政治、圣地势力、宗门势力 |\n\n**中域主要势力分布**：\n\n| 势力 | 位置 | 实力层级 | 备注 |\n|------|------|---------|------|\n| 天风王国 | 中域北境 | 下等王国 | 林岩出身地，军制改革中 |\n| 苏家 | 中域东境 | 霸主家族 | 林岩母族，丹道传承 |\n| 凌霄圣地 | 中域南境 | 圣地势力 | 苏家九大圣地之一，争夺天才 |\n| 天阵宗（旧址） | 中域西境 | 已灭门 | 被魔门灭门，旧址后成混沌学宫选址 |\n| 魔门七宗 | 暗处分布 | 反派势力 | 渗透中域各大势力 |\n\n### 3.2 东荒（东方海洋区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆东方，临东海 |\n| 主导种族 | 龙族（掌控东海）|\n| 文化特征 | 海洋文明，水族文化 |\n| 标志地点 | 东海龙宫 |\n\n**龙族等级对照**：\n\n| 等级 | 对应修为 | 特点 |\n|------|---------|------|\n| 幼龙 | 凝脉境以下 | 体型小，实力弱 |\n| 亚龙 | 元海～神藏境 | 体型中等 |\n| 真龙 | 法相～洞虚境 | 体型巨大，龙威初显 |\n| 龙王 | 圣境～帝境 | 族长级别 |\n| 龙皇 | 超脱境 | 龙族最高，历史上仅一位 |\n\n### 3.3 南荒（南方妖族区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆南方，热带丛林与草原 |\n| 主导种族 | 妖族（掌控南荒）|\n| 文化特征 | 弱肉强食，原始部落制度 |\n| 标志地点 | 妖皇山（妖族圣地）|\n| 领地范围 | 方圆八千里 |\n\n**妖族等级对照**：\n\n| 类型 | 修为对应 | 特点 |\n|------|---------|------|\n| 野兽 | 炼体境以下 | 纯粹野兽，无灵智 |\n| 妖兽 | 炼体～凝脉境 | 开启灵智，可修炼 |\n| 灵兽 | 元海～神藏境 | 灵智完全，可化形 |\n| 妖王 | 法相～洞虚境 | 妖族强者，可统御妖兽 |\n| 妖圣 | 圣境～帝境 | 妖族顶尖 |\n| 妖皇 | 超脱境 | 最高级别，历史罕见 |\n\n### 3.4 西漠（西方荒漠区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆西方，万里黄沙 |\n| 主导势力 | 西漠佛宗 |\n| 文化特征 | 佛道文化，苦行修行 |\n| 标志地点 | 佛宗本山（西漠深处）|\n| 领地范围 | 方圆万里 |\n\n**佛宗文化特色**：\n- 戒律：不杀生、不淫欲、不饮酒、不妄语\n- 修行方式：苦行、冥想、诵经\n- 建筑风格：佛塔、寺庙、石窟\n- 服饰标志：黄色或红色袈裟\n\n### 3.5 北境（北方极寒区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆北方（天风王国更北）|\n| 主导种族 | 冰族 |\n| 文化特征 | 极寒文化，冰系修炼 |\n| 标志地点 | 极北冰原、冰宫 |\n| 领地范围 | 方圆万里 |\n\n**冰族文化特色**：\n- 语言：冰语（外族极难学习）\n- 文字：冰文（象形文字，繁复）\n- 服饰：冰丝制铠甲\n- 建筑：万年寒冰建造的冰宫\n\n---\n\n## 四、全书地点速查索引\n\n| 地点名 | 所属区域 | 出现卷数 | 详细设定文件 |\n|--------|---------|---------|------------|\n| 青阳镇 | 中域北境（天风王国边陲）| 卷1 | `102_地理_青阳镇至王国.md` |\n| 迷雾森林 | 青阳镇东 | 卷1 | `102_地理_青阳镇至王国.md` |\n| 断魂崖 | 青阳镇北 | 卷1 | `102_地理_青阳镇至王国.md` |\n| 青岚宗 | 中域北境 | 卷2 | `102_地理_青阳镇至王国.md` |\n| 天风王都 | 中域北境 | 卷3 | `102_地理_青阳镇至王国.md` |\n| 黑石城 | 天风王国边境 | 卷3 | `102_地理_青阳镇至王国.md` |\n| 天风古墓 | 天风王国境内 | 卷3 | `102_地理_青阳镇至王国.md` |\n| 苏家（中域）| 中域东境 | 卷4 | `103_地理_大陆中域至圣域.md` |\n| 东海龙宫 | 东荒 | 卷4 | `103_地理_大陆中域至圣域.md` |\n| 南荒妖皇山 | 南荒 | 卷4 | `103_地理_大陆中域至圣域.md` |\n| 万魔窟 | 北境极北冰原深处 | 卷5 | `103_地理_大陆中域至圣域.md` |\n| 混沌学宫 | 天阵宗旧址（中域西境）| 卷6-10 | `103_地理_大陆中域至圣域.md` |\n| 七大禁地 | 混沌学宫周边 | 卷6-8 | `103_地理_大陆中域至圣域.md` |\n| 帝路九重天 | 大陆古地 | 卷7 | `104_地理_天庭至域外.md` |\n| 混沌天庭 | 凌霄之上（另辟空间）| 卷7-10 | `104_地理_天庭至域外.md` |\n| 维度世界（域外）| 第五维度 | 卷9 | `104_地理_天庭至域外.md` |\n| 混沌超维世界 | 第六维度 | 卷10 | `104_地理_天庭至域外.md` |\n\n---\n\n*相关导航：`102_地理_青阳镇至王国.md`（卷1-3地点详细数据）*\n*`103_地理_大陆中域至圣域.md`（卷4-6地点详细数据）*\n*`104_地理_天庭至域外.md`（卷7-10地点详细数据）*\n"",""extraMetadata"":{""settingType"":""geography"",""importance"":""normal""}},0,1776877217",2f24288827c6b14fac807324df3a4ac2,cf-worker,9c209a6c563f24a1e97d289cd2acd1ef,queue,"Failed to log task start: Error: Failed query: insert into ""queue_task_logs"" (""id"", ""novel_id"", ""task_type"", ""status"", ""payload"", ""error_msg"", ""retry_count"", ""created_at"", ""finished_at"") values (?, ?, ?, ?, ?, null, ?, ?, null)
params: 232efdd19ac3cc43b351ddde7620c14d,92a1dc0a-7164-4d,index_content,pending,{""sourceType"":""setting"",""sourceId"":""7da264ff995d2096"",""novelId"":""92a1dc0a-7164-4d"",""title"":""天玄大陆总图"",""content"":""# 101_天玄大陆总图\n\n> **本文件职能**：后勤数据库 · 地理总览模块\n> **内容**：大陆宏观地理 · 五大域分布 · 各域基础数据\n> **详细地点设定**：查阅 102（青阳镇至王国）· 103（大陆中域至圣域）· 104（天庭至域外）\n\n---\n\n## 一、大陆基础信息\n\n| 属性 | 数据 |\n|------|------|\n| **大陆名称** | 天玄大陆 |\n| **大陆形状** | 不规则大陆，东西长三万里，南北宽二万里 |\n| **总面积** | 约六亿平方里 |\n| **灵气分布** | 中域最浓，向四方递减；极北冰原因寒气反而适合冰系修炼 |\n| **人类历史** | 天玄历，已逾万年 |\n\n---\n\n## 二、五大域分布总览\n\n```\n                    【北境】极北冰原\n                    ·冰族领地\n                    ·极寒修炼圣地\n                    ·天玄大陆北端\n\n        ┌──────────────────────────────┐\n        │                              │\n【西漠】 │         【中域】              │ 【东荒】\n西漠佛宗 │    ·天玄大陆中心              │ 东海龙宫\n万里黄沙 │    ·灵气最浓郁                │ 龙族领地\n苦行修行 │    ·势力最复杂                │ 海洋文明\n         │    ·天风王国（北境）           │\n         │    ·苏家（东境）              │\n         │    ·凌霄圣地（南境）          │\n         │    ·天阵宗旧址（西境）        │\n        └──────────────────────────────┘\n\n                    【南荒】妖皇山\n                    ·妖族领地\n                    ·原始部落\n                    ·天玄大陆南端\n```\n\n---\n\n## 三、五大域详细参数\n\n### 3.1 中域（大陆核心）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆中心 |\n| 灵气等级 | 最高（天然灵气矿脉分布最密集）|\n| 政治格局 | 多势力并立：王国体制、家族政治、圣地势力、宗门势力 |\n\n**中域主要势力分布**：\n\n| 势力 | 位置 | 实力层级 | 备注 |\n|------|------|---------|------|\n| 天风王国 | 中域北境 | 下等王国 | 林岩出身地，军制改革中 |\n| 苏家 | 中域东境 | 霸主家族 | 林岩母族，丹道传承 |\n| 凌霄圣地 | 中域南境 | 圣地势力 | 苏家九大圣地之一，争夺天才 |\n| 天阵宗（旧址） | 中域西境 | 已灭门 | 被魔门灭门，旧址后成混沌学宫选址 |\n| 魔门七宗 | 暗处分布 | 反派势力 | 渗透中域各大势力 |\n\n### 3.2 东荒（东方海洋区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆东方，临东海 |\n| 主导种族 | 龙族（掌控东海）|\n| 文化特征 | 海洋文明，水族文化 |\n| 标志地点 | 东海龙宫 |\n\n**龙族等级对照**：\n\n| 等级 | 对应修为 | 特点 |\n|------|---------|------|\n| 幼龙 | 凝脉境以下 | 体型小，实力弱 |\n| 亚龙 | 元海～神藏境 | 体型中等 |\n| 真龙 | 法相～洞虚境 | 体型巨大，龙威初显 |\n| 龙王 | 圣境～帝境 | 族长级别 |\n| 龙皇 | 超脱境 | 龙族最高，历史上仅一位 |\n\n### 3.3 南荒（南方妖族区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆南方，热带丛林与草原 |\n| 主导种族 | 妖族（掌控南荒）|\n| 文化特征 | 弱肉强食，原始部落制度 |\n| 标志地点 | 妖皇山（妖族圣地）|\n| 领地范围 | 方圆八千里 |\n\n**妖族等级对照**：\n\n| 类型 | 修为对应 | 特点 |\n|------|---------|------|\n| 野兽 | 炼体境以下 | 纯粹野兽，无灵智 |\n| 妖兽 | 炼体～凝脉境 | 开启灵智，可修炼 |\n| 灵兽 | 元海～神藏境 | 灵智完全，可化形 |\n| 妖王 | 法相～洞虚境 | 妖族强者，可统御妖兽 |\n| 妖圣 | 圣境～帝境 | 妖族顶尖 |\n| 妖皇 | 超脱境 | 最高级别，历史罕见 |\n\n### 3.4 西漠（西方荒漠区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆西方，万里黄沙 |\n| 主导势力 | 西漠佛宗 |\n| 文化特征 | 佛道文化，苦行修行 |\n| 标志地点 | 佛宗本山（西漠深处）|\n| 领地范围 | 方圆万里 |\n\n**佛宗文化特色**：\n- 戒律：不杀生、不淫欲、不饮酒、不妄语\n- 修行方式：苦行、冥想、诵经\n- 建筑风格：佛塔、寺庙、石窟\n- 服饰标志：黄色或红色袈裟\n\n### 3.5 北境（北方极寒区域）\n\n| 属性 | 数据 |\n|------|------|\n| 位置 | 大陆北方（天风王国更北）|\n| 主导种族 | 冰族 |\n| 文化特征 | 极寒文化，冰系修炼 |\n| 标志地点 | 极北冰原、冰宫 |\n| 领地范围 | 方圆万里 |\n\n**冰族文化特色**：\n- 语言：冰语（外族极难学习）\n- 文字：冰文（象形文字，繁复）\n- 服饰：冰丝制铠甲\n- 建筑：万年寒冰建造的冰宫\n\n---\n\n## 四、全书地点速查索引\n\n| 地点名 | 所属区域 | 出现卷数 | 详细设定文件 |\n|--------|---------|---------|------------|\n| 青阳镇 | 中域北境（天风王国边陲）| 卷1 | `102_地理_青阳镇至王国.md` |\n| 迷雾森林 | 青阳镇东 | 卷1 | `102_地理_青阳镇至王国.md` |\n| 断魂崖 | 青阳镇北 | 卷1 | `102_地理_青阳镇至王国.md` |\n| 青岚宗 | 中域北境 | 卷2 | `102_地理_青阳镇至王国.md` |\n| 天风王都 | 中域北境 | 卷3 | `102_地理_青阳镇至王国.md` |\n| 黑石城 | 天风王国边境 | 卷3 | `102_地理_青阳镇至王国.md` |\n| 天风古墓 | 天风王国境内 | 卷3 | `102_地理_青阳镇至王国.md` |\n| 苏家（中域）| 中域东境 | 卷4 | `103_地理_大陆中域至圣域.md` |\n| 东海龙宫 | 东荒 | 卷4 | `103_地理_大陆中域至圣域.md` |\n| 南荒妖皇山 | 南荒 | 卷4 | `103_地理_大陆中域至圣域.md` |\n| 万魔窟 | 北境极北冰原深处 | 卷5 | `103_地理_大陆中域至圣域.md` |\n| 混沌学宫 | 天阵宗旧址（中域西境）| 卷6-10 | `103_地理_大陆中域至圣域.md` |\n| 七大禁地 | 混沌学宫周边 | 卷6-8 | `103_地理_大陆中域至圣域.md` |\n| 帝路九重天 | 大陆古地 | 卷7 | `104_地理_天庭至域外.md` |\n| 混沌天庭 | 凌霄之上（另辟空间）| 卷7-10 | `104_地理_天庭至域外.md` |\n| 维度世界（域外）| 第五维度 | 卷9 | `104_地理_天庭至域外.md` |\n| 混沌超维世界 | 第六维度 | 卷10 | `104_地理_天庭至域外.md` |\n\n---\n\n*相关导航：`102_地理_青阳镇至王国.md`（卷1-3地点详细数据）*\n*`103_地理_大陆中域至圣域.md`（卷4-6地点详细数据）*\n*`104_地理_天庭至域外.md`（卷7-10地点详细数据）*\n"",""extraMetadata"":{""settingType"":""geography"",""importance"":""normal""}},0,1776877217",undefined,undefined,undefined
novelforge-tasks,,,,cloudflare-workers,2026-04-22T17:00:17.283Z,false,novelforge-tasks,7,novelforge,exceededCpu,queue,6bd8a75c-b56e-4bae-9af3-b5424ff569b2,stateless,VI47GN74I9F3QQI1,01KPV25DK4S8HHKR0FJ456T8Z8,VI47GN74I9F3QQI1,novelforge-tasks,novelforge,error,novelforge-tasks,novelforge-tasks,2f24288827c6b14fac807324df3a4ac2,cf-worker-event,b493d3c033deddc8ab79977f3ad0d688,queue,novelforge-tasks,undefined,undefined,undefined
